Date,stock_price,stock_daily_return,stock_cumulative_return,benchmark_price,benchmark_daily_return,benchmark_cumulative_return
2025-10-01,254.9640350341797,,0.0,6711.2001953125,,0.0
2025-10-02,256.6408386230469,0.00657662791005964,0.00657662791005964,6715.35009765625,0.0006183547238911569,0.0006183547238911569
2025-10-03,257.5291442871094,0.003461279462880995,0.010060670920060799,6715.7900390625,6.551280273581206e-05,0.0006839080367779804
2025-10-06,256.2016906738281,-0.005154576259537191,0.004854236165044101,6740.27978515625,0.0036465919796933033,0.004332993950032948
2025-10-07,255.99208068847656,-0.0008181444267610916,0.00403212027201838,6714.58984375,-0.0038114057910215715,0.0005050733607776525
2025-10-08,257.5690612792969,0.006160270999708617,0.010217230225306073,6753.72021484375,0.0058276636405680815,0.006335680399006227
2025-10-09,253.55670166015625,-0.015577801150541859,-0.005519732905994945,6735.10986328125,-0.002755570407195318,0.0035626515783939716
2025-10-10,244.80340576171875,-0.034522045132806656,-0.03985122557029985,6552.509765625,-0.02711167321141361,-0.023645611078379147
2025-10-13,247.18885803222656,0.009744359001401026,-0.03049519121750166,6654.72021484375,0.015598671787557583,-0.00841577941724947
2025-10-14,247.29864501953125,0.0004441421356069508,-0.030064593281247776,6644.31005859375,-0.0015643266604626893,-0.009966941049601163
2025-10-15,248.8656463623047,0.006336473629484196,-0.0239186231542714,6671.06005859375,0.004026001159503689,-0.005981066806319824
2025-10-16,246.979248046875,-0.007579986804138628,-0.03131730711052749,6629.06982421875,-0.006294387099829435,-0.012237806756400293
2025-10-17,251.81002807617188,0.019559457191237417,-0.012370399447063307,6664.009765625,0.0052707155502571545,-0.007031593204515185
2025-10-20,261.7411193847656,0.0394388237214669,0.02658055027124684,6735.1298828125,0.010672270853256949,0.003565634581533361
2025-10-21,262.2701110839844,0.002021049273656983,0.028655320146723007,6735.35009765625,3.2696450934288634e-05,0.00359844761606376
2025-10-22,257.9583435058594,-0.016440179021178225,0.01174404253242356,6699.39990234375,-0.005337539220865439,-0.0017582984600866824
2025-10-23,259.0861511230469,0.004372053262009956,0.016167441373896585,6738.43994140625,0.0058273934429324825,0.004058848685928762
2025-10-24,262.32000732421875,0.012481779466614773,0.02885101927827982,6791.68994140625,0.00790242258787388,0.011993346011339057
2025-10-27,268.2986145019531,0.02279127405766279,0.05229984482315686,6875.16015625,0.012290050865671143,0.0244307957095391
