Date,stock_price,stock_daily_return,stock_cumulative_return,benchmark_price,benchmark_daily_return,benchmark_cumulative_return
2026-02-11,275.5,0.0066501292492171515,-0.010840820759450032,6941.47021484375,-4.895607156218951e-05,0.010344421505326995
2026-02-12,261.7300109863281,-0.049981811301894274,-0.060280788203787794,6832.759765625,-0.01566101212770199,-0.005478594733024034
2026-02-13,255.77999877929688,-0.022733396848946263,-0.08164379797213006,6836.169921875,0.0004990891480125548,-0.004982239892189044
2026-02-17,263.8800048828125,0.031667863563111576,-0.05256141906397416,6843.22021484375,0.0010313220779065713,-0.003956056108280759
2026-02-18,264.3500061035156,0.0017811172199722058,-0.050873919892602926,6881.31005859375,0.005566070147410729,0.0015879943533241292
2026-02-19,260.5799865722656,-0.014261469431454121,-0.06440985247065045,6861.89013671875,-0.0028221256867719813,-0.001238612853102783
2026-02-20,264.5799865722656,0.015350373037534393,-0.050048194695833104,6909.509765625,0.006939724763506794,0.005692516278114956
2026-02-23,266.17999267578125,0.006047343656806037,-0.04430350967175556,6837.75,-0.010385652247284827,-0.004752256463646409
2026-02-24,272.1400146484375,0.022390946489790453,-0.022904560696335285,6890.06982421875,0.0076516140863223114,0.0028629951901768536
2026-02-25,274.2300109863281,0.007679856784716499,-0.015400607657483523,6946.1298828125,0.008136355657339944,0.011022645194629366
2026-02-26,272.95001220703125,-0.004667610137537803,-0.01999633376259502,6908.85986328125,-0.005365580569328343,0.005597921734422195
2026-02-27,264.17999267578125,-0.03213049693728531,-0.051484338559164344,6878.8798828125,-0.00433935281103115,0.0012342775659768268
2026-03-02,264.7200012207031,0.002044093269336189,-0.04954548407975312,6881.6201171875,0.0003983547353176853,0.0016331239816076426
2026-03-03,263.75,-0.0036642536122324376,-0.053028190472976466,6816.6298828125,-0.009444031095625416,-0.0078263303876831
2026-03-04,262.5199890136719,-0.004663548763329417,-0.057444439684203985,6869.5,0.007756049264286302,-0.00013098252744225825
2026-03-05,260.2900085449219,-0.00849451684471103,-0.06545099376838259,6830.7099609375,-0.005646704863891072,-0.005776947771658492
2026-03-06,257.4599914550781,-0.010872553678353492,-0.07561192800368777,6740.02001953125,-0.013276795812569242,-0.018977044228243534
2026-03-09,259.8800048828125,0.009399570838394267,-0.06692307683879173,6795.990234375,0.008304161513105202,-0.010830471155450994
2026-03-10,260.8299865722656,0.0036554627966916,-0.06351224885972451,6781.47998046875,-0.0021351198877325173,-0.012942466688826038
